"b""@FOX5Atlanta Just make sure you do this if yiu don't do anything else until Dec 30. College Park @CPSkyhawks arena\xe2\x80\xa6 https://t.co/6nqiiVygpz"""
"b'Episode 887 is here, chronicling a rough (preseason) night in Memphis\n\n#TrueToAtlanta \n\n@Spotify:\xe2\x80\xa6 https://t.co/RtbUtQBysd'"
b'RT @ATLSownsports: https://t.co/sKltv4HmI8\n\nThe boys talk about how the viability of Matt Ryan era is over and how the entire operation nee\xe2\x80\xa6'
b'https://t.co/sKltv4HmI8\n\nThe boys talk about how the viability of Matt Ryan era is over and how the entire operatio\xe2\x80\xa6 https://t.co/XjGixjI6fl'
b'RT @LockedOnHawks: New podcast!\n\nEp. 887 - A rough (preseason) night in Memphis\n\n#TrueToAtlanta \n\n@Spotify: https://t.co/QQDuygByuV\n\n@Stitc\xe2\x80\xa6'
"b""Ah, the good ol' days\n\n#TrueToAtlanta https://t.co/mP3qY2mEtj"""
b'@TruBaneVirgo Can\xe2\x80\x99t be.\nThey say:\nATL fans apathetic.\nATL fans just bandwagoners.\nSo ain\xe2\x80\x99t no way a team who\xe2\x80\x99s fan\xe2\x80\xa6 https://t.co/gDPrXkQMGZ'
b'Who else remembers this performance in Denver? \xf0\x9f\xa4\x9a\n\nRepost: @atlhawks\n\n#truetoatlanta #atlhawks https://t.co/aUbHuK8dTu'
b'New pod!\n\nEpisode 887 - A rough (preseason) night in Memphis\n\n#TrueToAtlanta \n\n@Spotify: https://t.co/QQDuygByuV\xe2\x80\xa6 https://t.co/0rrMG1KcyN'
b'@ATLHawks Lead the Squad by VOTING TODAY VERSUS stock #InsiderTraitor #PORTFOLIOPERDUE who only enriches himself:\xe2\x80\xa6 https://t.co/LXCUF9I192'
"b""@FOX5Atlanta Just make sure you do this if yiu don't do anything else until Dec 30. College Park @CPSkyhawks arena\xe2\x80\xa6 https://t.co/6nqiiVygpz"""
"b'Episode 887 is here, chronicling a rough (preseason) night in Memphis\n\n#TrueToAtlanta \n\n@Spotify:\xe2\x80\xa6 https://t.co/RtbUtQBysd'"
b'RT @ATLSownsports: https://t.co/sKltv4HmI8\n\nThe boys talk about how the viability of Matt Ryan era is over and how the entire operation nee\xe2\x80\xa6'
